Time,bit-x,cex.io,coinbase,exmo,gemini,hitbtc,itbit,kraken,others,therocktrading
2013-09-15 00:00:00 UTC,,,,,,,,,126.95743491022321,
2013-09-16 00:00:00 UTC,,,,,,,,,127.60241102187616,
2013-09-17 00:00:00 UTC,,,,,,,,,128.50222732559732,
2013-09-18 00:00:00 UTC,,,,,,,,,129.4157429595628,
2013-09-19 00:00:00 UTC,,,,,,,,,127.95413757361366,
2013-09-20 00:00:00 UTC,,,,,,,,,125.64907869968185,125.0
2013-09-21 00:00:00 UTC,,,,,,,,,125.52016443262066,120.0
2013-09-22 00:00:00 UTC,,,,,,,,,124.744503778788,
2013-09-23 00:00:00 UTC,,,,,,,,,129.23792602006083,124.0
2013-09-24 00:00:00 UTC,,,,,,,,,129.979676053481,
2013-09-25 00:00:00 UTC,,,,,,,,,129.32276270055368,122.0
2013-09-26 00:00:00 UTC,,,,,,,,,129.1380727381172,
2013-09-27 00:00:00 UTC,,,,,,,,,129.6861203026305,123.5
2013-09-28 00:00:00 UTC,,,,,,,,,130.82497361603816,
2013-09-29 00:00:00 UTC,,,,,,,,,131.82756516237316,126.5
2013-09-30 00:00:00 UTC,,,,,,,,,127.660540337202,122.75
2013-10-01 00:00:00 UTC,,,,,,,,,128.6508846709814,126.201
2013-10-02 00:00:00 UTC,,,,,,,,,126.11256115239883,126.750793650794
2013-10-03 00:00:00 UTC,,,,,,,,,114.5437158564232,124.810757575758
2013-10-04 00:00:00 UTC,,,,,,,,,125.02293609069865,128.3
2013-10-05 00:00:00 UTC,,,,,,,,,124.59853470061262,124.55
2013-10-06 00:00:00 UTC,,,,,,,,,124.27905616693081,125.0
2013-10-07 00:00:00 UTC,,,,,,,,,127.11478627491401,124.75
2013-10-08 00:00:00 UTC,,,,,,,,,126.228618673087,125.666666666667
2013-10-09 00:00:00 UTC,,,,,,,,,127.7719050166902,126.575
2013-10-10 00:00:00 UTC,,,,,,,,,128.8556030637154,126.25
2013-10-11 00:00:00 UTC,,,,,,,,,128.755886885259,128.09
2013-10-12 00:00:00 UTC,,,,,,,,,129.4724149740276,126.77
2013-10-13 00:00:00 UTC,,,,,,,,,131.229496247223,127.885
2013-10-14 00:00:00 UTC,,,,,,,,,137.11777289237762,130.916666666667
