Time	Price
529	656.5332997
530	655.990763
531	651.8341609
532	653.1645788
533	655.0937287
534	655.7391191
535	655.1520182
536	635.6890398
537	620.2563179
538	591.9566117
539	550.2323023
540	572.7381783
541	572.4254747
542	575.2887645
543	590.3341071
544	590.1478285
545	587.0532616
546	590.8177185
547	593.4479862
548	587.3153874
549	587.2248494
550	576.646713
551	569.7188665
552	573.1198682
553	575.9179072
554	575.1399075
555	575.4716533
556	578.5097874
557	581.9284895
558	584.5335772
559	585.1500665
560	582.1518103
561	577.2440964
562	579.3445188
563	574.3260664
564	572.6688771
565	575.1770015
566	577.4403887
567	574.2403722
568	575.319578
569	577.2897382
570	582.1198213
571	604.8187711
572	607.060705
573	608.5249308
574	612.2567719
575	622.2924153
576	624.4053877
577	626.3404999
578	622.9217192
579	610.5118938
580	612.321211
581	614.0080525
582	611.002838
583	610.5484313
584	609.2911064
585	610.1854495
586	611.2102092
587	610.5267214
588	601.4110143
589	599.5319979
590	600.8648835
591	604.2527135
592	602.3790572
593	606.1522112
594	607.2516565
595	606.6927675
596	608.0561961
597	607.8343391
598	614.3443047
599	612.9725346
600	612.5035634
601	611.004079
602	612.884502
603	613.2867555
604	615.8840712
605	618.3920061
606	617.0666284
607	617.3741232
608	632.4347713
609	639.6159363
610	638.6442284
611	637.8551278
612	639.9926439
613	640.2696824
614	639.0261185
615	637.6674787
616	632.5352201
617	629.6080977
618	631.8738384
619	642.3401786
620	654.5904676
621	651.3984951
622	655.3074792
623	665.0751625
624	681.6864268
625	686.0609328
626	705.8155372
627	704.0784751
628	699.7329862
629	721.7589711
630	726.8494081
631	724.5645218
632	699.4379964
633	703.141842
634	709.1287339
635	705.2771552
636	707.6114742
637	725.4650081
638	715.6629188
639	716.1461885
640	709.9249062
641	698.3639265
642	703.32663
643	711.9112755
644	725.0998771
645	743.8171194
646	743.8223028
647	749.7805789
648	741.9046409
649	735.4409714
650	743.2102845
651	744.3066091
652	739.5362321
653	736.6682418
654	735.7482894
655	733.7359095
656	736.2990081
657	734.0481025
658	739.6827322
659	749.1758482
660	768.5836215
661	765.6404873
662	765.0813086
663	756.7646454
664	757.9309461
665	762.5863612
666	768.6090739
667	770.5819091
668	774.9232831
669	769.1368634
670	776.2038665
671	779.6446442
672	778.1382984
673	777.8038869
674	780.3870174
675	789.2192509
676	789.0455624
677	791.2757963
678	792.499409
679	814.4280861
680	858.6727004
681	900.0509382
682	903.3235778
683	877.0067262
684	901.563333
685	918.7565343
686	955.846731
687	968.4565184
688	952.933137
689	955.9220267
690	975.3794824
691	1015.567064
692	1021.924406
693	1081.448335
694	1046.983904
695	932.5794354
696	871.3523672
697	913.4413105
698	894.3781481
699	906.5611796
700	844.7248234
701	785.7758794
702	808.3866016
703	827.850596
704	818.776514
705	828.9852566
706	876.2695623
707	886.0109378
708	894.0286368
709	896.2196164
710	918.2547485
711	922.8638161
712	921.1066432
713	908.8113035
714	897.7349632
715	907.7296163
716	918.0703864
717	919.615029
718	919.9219861
719	919.3971649
720	941.9686427
721	972.2134194
722	992.42625
723	1012.727232
724	1017.895875
725	1021.043584
726	1022.635885
727	1042.072152
728	1054.0024
729	1021.67818
730	977.6834553
731	1007.303082
732	1004.786326
733	999.0515226
734	1007.699577
735	1011.028748
736	1027.448797
737	1046.156082
738	1060.52977
739	1053.551128
740	1057.62317
741	1098.990636
742	1118.812147
743	1143.364369
744	1178.822928
745	1164.845901
746	1160.792967
747	1182.763475
748	1190.732861
749	1204.026681
750	1236.933489
751	1271.349822
752	1271.393137
753	1262.058266
754	1273.636016
755	1252.329126
756	1196.904835
757	1175.556969
758	1203.581407
759	1171.985515
760	1198.097795
761	1231.998232
762	1241.421375
763	1250.495978
764	1221.803154
765	1134.821518
766	1040.435913
767	1019.41057
768	1042.868727
769	1090.673262
770	1062.290732
771	1046.119846
772	999.073482
773	934.9987649
774	974.2930676
775	1003.931965
776	1039.352979
777	1032.925138
778	1030.441088
779	1053.977146
780	1081.516214
781	1087.092251
782	1131.355704
783	1143.5689
784	1131.067184
785	1165.176416
786	1188.258898
787	1185.344642
788	1193.416741
789	1207.416752
790	1213.98222
791	1219.152105
792	1192.112059
793	1186.628193
794	1187.944108
795	1185.925684
796	1191.438594
797	1213.75341
798	1214.565918
799	1230.820985
800	1253.905279
801	1250.085926
802	1252.600683
803	1254.986327
804	1272.448042
805	1297.921323
806	1323.925936
807	1329.867818
808	1334.700439
809	1334.408423
810	1388.339179
811	1441.308628
812	1468.571456
813	1535.046833
814	1551.271175
815	1542.320304
816	1544.528162
817	1602.892181
818	1706.375362
819	1735.402351
820	1812.765171
821	1771.554671
822	1708.888965
823	1781.41046
824	1733.293919
825	1724.079595
826	1799.278911
827	1842.999845
828	1927.798999
829	1985.936302
830	2037.688691
831	2139.723577
832	2212.994415
833	2370.584191
834	2567.23448
835	2398.85555
836	2090.43164
837	2180.564241
838	2230.067063
839	2279.795959
840	2249.844868
841	2387.948555
842	2426.311477
843	2506.637528
844	2522.659848
845	2599.957436
846	2823.107831
847	2808.620249
848	2748.831043
849	2818.873258
850	2852.099871
851	2908.655038
