Time	Price
1	10.67179279
2	10.7339669
3	10.67123079
4	8.901246341
5	8.076347899
6	8.000870574
7	9.622802988
8	10.08422841
9	9.801588546
10	9.385122078
11	9.697740889
12	10.41681016
13	11.20905799
14	11.04607494
15	10.93705283
16	10.93160831
17	11.31643344
18	11.47744349
19	11.36246682
20	11.11381213
21	11.02383994
22	10.92659306
23	10.27045976
24	9.161104033
25	8.667814033
26	8.822662087
27	8.933771939
28	8.826253993
29	8.458968755
30	8.22793019
31	8.440563981
32	8.539424475
33	8.241066949
34	7.672442123
35	6.807191919
36	7.067037281
37	6.867451815
38	5.321509804
39	5.107361914
40	5.774656198
41	6.075496958
42	5.883688999
43	5.637680912
44	5.186694444
45	4.874842222
46	4.935550416
47	4.989631614
48	5.242857019
49	5.865536736
50	5.672959851
51	5.556197819
52	5.579260136
53	5.571911328
54	5.509452381
55	5.198463577
56	4.917769392
57	4.86007021
58	4.769446324
59	5.030566093
60	4.992814992
61	4.987695971
62	4.952008013
63	4.959378047
64	4.943513854
65	4.793614806
66	4.485731838
67	4.098792046
68	4.137416667
69	4.110456408
70	4.072109835
71	4.001036607
72	4.089974323
73	4.036241497
74	3.932713415
75	3.729644687
76	3.117288725
77	2.608861582
78	2.386861244
79	2.312981659
80	2.588274838
81	3.004431635
82	3.092168421
83	2.898791961
84	2.765676708
85	2.724955603
86	2.879816667
87	3.140924483
88	3.631578231
89	3.416665878
90	3.194821849
91	3.183366045
92	3.237317683
93	3.242568692
94	3.232457912
95	3.035973389
96	2.962619658
97	2.989247156
98	3.090024908
99	3.041476768
100	2.986351741
101	2.959559668
102	3.035952337
103	2.9706944
104	2.536350282
105	2.47103576
106	2.414930045
107	2.405571503
108	2.250069326
109	2.265146444
110	2.240030175
111	2.302346382
112	2.332181115
113	2.352022065
114	2.46312996
115	3.349516534
116	2.506464878
117	2.462560266
118	2.57888456
119	2.810075002
120	2.854179359
121	3.079725357
122	3.093656706
123	2.996888816
124	2.756653816
125	2.861944686
126	2.973571472
127	3.034999533
128	2.987773034
129	2.988235619
130	3.009336124
131	3.2099719
132	3.24232504
133	3.232733993
134	3.177672559
135	3.210444208
136	3.202449346
137	3.205767753
138	3.222677506
139	3.41140569
140	4.020434751
141	3.955020351
142	3.878988109
143	3.956657766
144	3.967273011
145	4.119397826
146	4.066443422
147	4.061571776
148	4.16656611
149	4.224068482
150	4.220157058
151	4.46400214
152	4.959525605
153	5.27988258
154	5.042585957
155	5.201858681
156	6.158136252
157	6.741596278
158	6.709563947
159	7.032500563
160	6.630375935
161	6.42961415
162	6.822387525
163	6.809891319
164	6.653977547
165	6.564207843
166	6.863914965
167	6.879819222
168	6.561039478
169	5.922623962
170	6.175105173
171	6.500945689
172	6.366868062
173	6.2598706
174	6.315210881
175	6.339131905
176	6.132330367
177	5.705110415
178	5.300569459
179	5.462217337
180	5.516356045
181	5.515420107
182	5.564274803
183	5.684739892
184	6.066464078
185	6.002551483
186	5.954477236
187	5.712519149
188	5.58827007
189	5.615864871
190	5.652533759
191	5.723934952
192	5.885250706
193	5.842111162
194	5.669235171
